Listing_ID,Title,Price,URL,Модел,Цена,Състояние,Тип,Произведено,Тип двигател,Мощност[к.с.],Скоростна кутия,Цвят,Пробег,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,
41240568,"Peugeot Bipper 1, 3 Multijet","10 200 лв. - 5 215,18 €Цената е с включено ДДС",https://www.auto.bg/obiava/41240568/peugeot-bipper-1-3-multijet,Peugeot Bipper,8 500 лв.,Употребяван,Пикап,май 2014 г.,Peugeot Bipper Дизел,75 к.с,Ръчна,Бял,197900 км,,,,,,,,,,,,,,,
60880470,Peugeot Partner 1.5 HDI E6D,"17 880 лв. - 9 141,90 €Цената е с включено ДДС",https://www.auto.bg/obiava/60880470/peugeot-partner-1-5-hdi-e6d,Peugeot Partner,14 900 лв.,Употребяван,Пикап,ноември 2020 г.,Peugeot Partner Дизел,102 к.с,Ръчна,Бял,205500 км,,,,,,,,,,,,,,,
57478656,Porsche 911 Carrera 4 Гаранционен автомобил,"303 000 лв. - 154 921,44 €Цената е с включено ДДС",https://www.auto.bg/obiava/57478656/porsche-911-carrera-4-garantsionen-avtomobil,Porsche 911,303 000 лв.,Употребяван,Купе,юни 2023 г.,Porsche 911 Бензин,385 к.с,Автоматична,Зелен,37500 км,,,,,,,,,,,,,,,
61528186,Seat Ateca,"35 900 лв. - 18 355,38 €Не се начислява ДДС",https://www.auto.bg/obiava/61528186/seat-ateca,Seat Ateca,35 900 лв.,Употребяван,Джип,септември 2019 г.,Seat Ateca Дизел,116 к.с,Автоматична,Сив,133432 км,,,,,,,,,,,,,,,
87268029,Skoda Fabia 1.0 Euro 6b N1,"17 880 лв. - 9 141,90 €Цената е с включено ДДС",https://www.auto.bg/obiava/87268029/skoda-fabia-1-0-euro-6b-n1,Skoda Fabia,14 900 лв.,Употребяван,Хечбек,април 2018 г.,Skoda Fabia Бензин,75 к.с,Ръчна,Червен,142750 км,,,,,,,,,,,,,,,
10790623,Opel Astra,"4 040 лв. - 2 065,62 €Цената е с включено ДДС",https://www.auto.bg/obiava/10790623/opel-astra,Opel Astra,4 040 лв.,Употребяван,Комби,август 2010 г.,Opel Astra Дизел,,Ръчна,Тъмно сив,185000 км,,,,,,,,,,,,,,,
44010166,Opel Astra 1.6i 115ks.,"5 600 лв. - 2 863,23 €Не се начислява ДДС",https://www.auto.bg/obiava/44010166/opel-astra-1-6i-115ks,Opel Astra,5 600 лв.,Употребяван,Комби,април 2007 г.,Opel Astra Бензин,115 к.с,Ръчна,Черен,196120 км,,,,,,,,,,,,,,,
25766610,Seat Ateca Реален пробег,"34 500 лв. - 17 639,57 €Не се начислява ДДС",https://www.auto.bg/obiava/25766610/seat-ateca-realen-probeg,Seat Ateca,34 500 лв.,Употребяван,Джип,септември 2019 г.,Seat Ateca Дизел,116 к.с,Автоматична,Син,141280 км,,,,,,,,,,,,,,,
73637729,Skoda Fabia N1 Върнат от Лизинг Euro 6B,"16 200 лв. - 8 282,93 €Цената е с включено ДДС",https://www.auto.bg/obiava/73637729/skoda-fabia-n1-varnat-ot-lizing-euro-6b,Skoda Fabia,13 500 лв.,Употребяван,Хечбек,април 2018 г.,Skoda Fabia Бензин,75 к.с,Ръчна,Червен,173802 км,,,,,,,,,,,,,,,
27555689,SsangYong Korando,"9 900 лв. - 5 061,79 €Не се начислява ДДС",https://www.auto.bg/obiava/27555689/ssangyong-korando,SsangYong Korando,9 900 лв.,Употребяван,Джип,септември 2014 г.,SsangYong Korando Дизел,150 к.с,Ръчна,Бял,150000 км,,,,,,,,,,,,,,,
58942134,Suzuki Grand vitara V6 24v,"11 500 лв. - 5 879,86 €Не се начислява ДДС",https://www.auto.bg/obiava/58942134/suzuki-grand-vitara-v6-24v,Suzuki Grand vitara,11 500 лв.,Употребяван,Джип,юли 1999 г.,Suzuki Grand vitara Бензин,144 к.с,Ръчна,Син,248214 км,,,,,,,,,,,,,,,
51121779,Fiat Doblo,"14 900 лв. - 7 618,25 €Не се начислява ДДС",https://www.auto.bg/obiava/51121779/fiat-doblo,Fiat Doblo,14 900 лв.,Употребяван,Пикап,юни 2017 г.,Fiat Doblo Дизел,95 к.с,Ръчна,Бял,129331 км,,,,,,,,,,,,,,,
11568408,Skoda Octavia SCOUT 4x4,"21 500 лв. - 10 992,78 €Не се начислява ДДС",https://www.auto.bg/obiava/11568408/skoda-octavia-scout-4x4,Skoda Octavia,21 500 лв.,Употребяван,Комби,април 2015 г.,Skoda Octavia Дизел,184 к.с,Автоматична,Светло син,232000 км,,,,,,,,,,,,,,,
38652308,BMW X5 4.0d Xd Реален пробег,"58 500 лв. - 29 910,58 €Не се начислява ДДС",https://www.auto.bg/obiava/38652308/bmw-x5-4-0d-xd-realen-probeg,BMW X5,58 500 лв.,Употребяван,Джип,януари 2017 г.,BMW X5 Дизел,313 к.с,Автоматична,Тъмно син мет.,163683 км,,,,,,,,,,,,,,,
12355649,Opel Combo LIFE ПЪТНИЧЕСКИ 5+ 1 МЕСТА,"33 480 лв. - 17 118,05 €Цената е с включено ДДС",https://www.auto.bg/obiava/12355649/opel-combo-life-patnicheski-5-1-mesta,Opel Combo,27 900 лв.,Употребяван,Миниван,януари 2019 г.,Opel Combo Дизел,102 к.с,Ръчна,Бял,164300 км,,,,,,,,,,,,,,,
66911032,Porsche Macan Macan Turbo,"284 000 лв. - 145 206,89 €Не се начислява ДДС",https://www.auto.bg/obiava/66911032/porsche-macan-macan-turbo,Porsche Macan,284 000 лв.,Употребяван,Джип,май 2025 г.,Porsche Macan Електрически,630 к.с,Автоматична,Сив,6000 км,,,,,,,,,,,,,,,
11005041,Fiat Panda N1 1+ 1,"3 500 лв. - 1 789,52 €Не се начислява ДДС",https://www.auto.bg/obiava/11005041/fiat-panda-n1-1-1,Fiat Panda,3 500 лв.,Употребяван,Пикап,юни 2010 г.,Fiat Panda Бензин,54 к.с,Ръчна,Бял,213401 км,,,,,,,,,,,,,,,
19510437,Dacia Dokker 1.6 Фабрична Газ,"16 680 лв. - 8 528,35 €Цената е с включено ДДС",https://www.auto.bg/obiava/19510437/dacia-dokker-1-6-fabrichna-gaz,Dacia Dokker,13 900 лв.,Употребяван,Пикап,януари 2017 г.,Dacia Dokker Бензин,102 к.с,Ръчна,Червен,161495 км,,,,,,,,,,,,,,,
92305382,Mercedes-Benz E 420 AMG ТОП СЪСТОЯНИЕ,"18 600 лв. - 9 510,03 €Не се начислява ДДС",https://www.auto.bg/obiava/92305382/mercedes-benz-e-420-amg-top-sastoyanie,Mercedes-Benz E 420,18 600 лв.,Употребяван,Комби,октомври 1996 г.,Mercedes-Benz E 420 Бензин,279 к.с,Автоматична,Тъмно син мет.,383400 км,,,,,,,,,,,,,,,
33103591,Opel Corsa,"2 700 лв. - 1 380,49 €Не се начислява ДДС",https://www.auto.bg/obiava/33103591/opel-corsa,Opel Corsa,2 700 лв.,Употребяван,Хечбек,май 2005 г.,Opel Corsa Бензин,80 к.с,Ръчна,Черен,214783 км,,,,,,,,,,,,,,,
66228102,Dodge Charger SRT 6.4 * * CARFAX * * АВТО КРЕДИТ * *,"89 999 лв. - 46 015,76 €Цената е с включено ДДС",https://www.auto.bg/obiava/66228102/dodge-charger-srt-6-4-carfax-avto-kredit,Dodge Charger,89 999 лв.,Употребяван,Седан,ноември 2023 г.,Dodge Charger Бензин,485 к.с,Автоматична,,11290 км,,,,,,,,,,,,,,,
53041761,Mercedes-Benz 124 E230 реални км.,"27 500 лв. - 14 060,53 €Не се начислява ДДС",https://www.auto.bg/obiava/53041761/mercedes-benz-124-e230-realni-km,Mercedes-Benz 124,27 500 лв.,Употребяван,Седан,февруари 1988 г.,Mercedes-Benz 124 Бензин,136 к.с,Автоматична,Металик,148500 км,,,,,,,,,,,,,,,
47434803,Volvo XC60 T6,"21 300 лв. - 10 890,52 €Не се начислява ДДС",https://www.auto.bg/obiava/47434803/volvo-xc60-t6,Volvo XC60,21 300 лв.,Употребяван,Джип,януари 2011 г.,Volvo XC60 Бензин,304 к.с,Автоматична,Слонова кост,303000 км,,,,,,,,,,,,,,,
77753875,BMW 325 XI Реален пробег,"12 500 лв. - 6 391,15 €Не се начислява ДДС",https://www.auto.bg/obiava/77753875/bmw-325-xi-realen-probeg,BMW 325,12 500 лв.,Употребяван,Седан,юли 2007 г.,BMW 325 Бензин,217 к.с,Автоматична,Сив,302820 км,,,,,,,,,,,,,,,
74269690,Hyundai I30 Върнат от Лизинг Euro 6B,"19 900 лв. - 10 174,71 €Не се начислява ДДС",https://www.auto.bg/obiava/74269690/hyundai-i30-varnat-ot-lizing-euro-6b,Hyundai I30,19 900 лв.,Употребяван,Хечбек,януари 2018 г.,Hyundai I30 Бензин,120 к.с,Ръчна,Червен,117477 км,,,,,,,,,,,,,,,
68845925,Peugeot Partner 1.5 HDi Euro 6D,"16 680 лв. - 8 528,35 €Цената е с включено ДДС",https://www.auto.bg/obiava/68845925/peugeot-partner-1-5-hdi-euro-6d,Peugeot Partner,13 900 лв.,Употребяван,Ван,януари 2021 г.,Peugeot Partner Дизел,102 к.с,Ръчна,Бял,318575 км,,,,,,,,,,,,,,,
80603594,Ford Transit Custom 320 L2 Trend (места 8+ 1),"37 080 лв. - 18 958,70 €Цената е с включено ДДС",https://www.auto.bg/obiava/80603594/ford-transit-custom-320-l2-trend-mesta-8-1,Ford Transit Custom,30 900 лв.,Употребяван,Ван,април 2019 г.,Ford Transit Custom Дизел,131 к.с,Ръчна,Бял,246553 км,,,,,,,,,,,,,,,
16364906,Tesla Model S 4x4,"48 900 лв. - 25 002,17 €Не се начислява ДДС",https://www.auto.bg/obiava/16364906/tesla-model-s-4x4,Tesla Model S,48 900 лв.,Употребяван,Седан,юни 2017 г.,Tesla Model S Електрически,215 к.с,Автоматична,Бял,205211 км,,,,,,,,,,,,,,,
44639084,"Citroen Berlingo 1, 5 HDI 2+ 1 МЕСТА","17 880 лв. - 9 141,90 €Цената е с включено ДДС",https://www.auto.bg/obiava/44639084/citroen-berlingo-1-5-hdi-2-1-mesta,Citroen Berlingo,14 900 лв.,Употребяван,Пикап,декември 2020 г.,Citroen Berlingo Дизел,102 к.с,Ръчна,Бял,284700 км,,,,,,,,,,,,,,,
81913613,Kia Sportage Реален пробег,"55 900 лв. - 28 581,22 €Не се начислява ДДС",https://www.auto.bg/obiava/81913613/kia-sportage-realen-probeg,Kia Sportage,55 900 лв.,Употребяван,Джип,август 2022 г.,Kia Sportage Дизел,136 к.с,Автоматична,Червен,23355 км,,,,,,,,,,,,,,,
83520562,Peugeot Partner 1.5 HDi Euro 6D,"17 880 лв. - 9 141,90 €Цената е с включено ДДС",https://www.auto.bg/obiava/83520562/peugeot-partner-1-5-hdi-euro-6d,Peugeot Partner,14 900 лв.,Употребяван,Пикап,ноември 2020 г.,Peugeot Partner Дизел,102 к.с,Ръчна,Бял,245565 км,,,,,,,,,,,,,,,
33470969,Opel Astra 1.9CDTI 120ks.Cosmo,"5 400 лв. - 2 760,98 €Не се начислява ДДС",https://www.auto.bg/obiava/33470969/opel-astra-1-9cdti-120ks-cosmo,Opel Astra,5 400 лв.,Употребяван,Комби,януари 2006 г.,Opel Astra Дизел,120 к.с,Ръчна,Тъмно сив,280552 км,,,,,,,,,,,,,,,
44620616,BMW 520,"5 600 лв. - 2 863,23 €Не се начислява ДДС",https://www.auto.bg/obiava/44620616/bmw-520,BMW 520,5 600 лв.,Употребяван,Седан,септември 1997 г.,BMW 520 Бензин,150 к.с,Ръчна,Резидав,259000 км,,,,,,,,,,,,,,,
73544581,Nissan Patrol 2.8TD-6 128ks.Klimatronik,"21 000 лв. - 10 737,13 €Не се начислява ДДС",https://www.auto.bg/obiava/73544581/nissan-patrol-2-8td-6-128ks-klimatronik,Nissan Patrol,21 000 лв.,Употребяван,Джип,октомври 1999 г.,Nissan Patrol Дизел,128 к.с,Ръчна,Тъмно син мет.,173509 км,,,,,,,,,,,,,,,
27592322,"Mercedes-Benz E 220 2.2 CDI 170кс. Facelift Navi, koja","20 590 лв. - 10 527,50 €Не се начислява ДДС",https://www.auto.bg/obiava/27592322/mercedes-benz-e-220-2-2-cdi-170ks-facelift-navi-koja,Mercedes-Benz E 220,20 590 лв.,Употребяван,Седан,юни 2012 г.,Mercedes-Benz E 220 Дизел,170 к.с,Автоматична,Черен,187144 км,,,,,,,,,,,,,,,
87523969,Mazda 3 MZR-CD 2.2 Navi,"10 000 лв. - 5 112,92 €Не се начислява ДДС",https://www.auto.bg/obiava/87523969/mazda-3-mzr-cd-2-2-navi,Mazda 3,10 000 лв.,Употребяван,Хечбек,януари 2010 г.,Mazda 3 Дизел,150 к.с,Ръчна,Хамелеон,167493 км,,,,,,,,,,,,,,,
81455122,Nissan Patrol УЗАКОНЕН M57 286 6hp28,"39 999 лв. - 20 451,16 €Не се начислява ДДС",https://www.auto.bg/obiava/81455122/nissan-patrol-uzakonen-m57-286-6hp28,Nissan Patrol,39 999 лв.,Употребяван,Джип,август 2004 г.,Nissan Patrol Дизел,420 к.с,Автоматична,Сив,180000 км,,,,,,,,,,,,,,,
22913566,Lexus IS 220d 2.2 F-Sport Facelift 150ks.,"18 800 лв. - 9 612,29 €Не се начислява ДДС",https://www.auto.bg/obiava/22913566/lexus-is-220d-2-2-f-sport-facelift-150ks,Lexus IS 220d,18 800 лв.,Употребяван,Седан,януари 2011 г.,Lexus IS 220d Дизел,150 к.с,Ръчна,Перла,147685 км,,,,,,,,,,,,,,,
92607069,Ford Fiesta 1.4i+ Gaz 97ks.,"8 700 лв. - 4 448,24 €Не се начислява ДДС",https://www.auto.bg/obiava/92607069/ford-fiesta-1-4i-gaz-97ks,Ford Fiesta,8 700 лв.,Употребяван,Хечбек,март 2010 г.,Ford Fiesta Бензин,97 к.с,Ръчна,Тъмно син мет.,178328 км,,,,,,,,,,,,,,,
84325791,Citroen C5,"2 000 EUR - 3 911,66 лв.Не се начислява ДДС",https://www.auto.bg/obiava/84325791/citroen-c5,Citroen C5,2 000 EUR,Употребяван,Комби,ноември 2009 г.,Citroen C5 Дизел,241 к.с,Автоматична,Тъмно син мет.,350000 км,,,,,,,,,,,,,,,
90473950,Renault Clio Перфектна 1.5 дизел,"3 200 лв. - 1 636,13 €Не се начислява ДДС",https://www.auto.bg/obiava/90473950/renault-clio-perfektna-1-5-dizel,Renault Clio,3 200 лв.,Употребяван,Хечбек,януари 2007 г.,Renault Clio Дизел,,Ръчна,Син,266000 км,,,,,,,,,,,,,,,
49284672,Fiat Sedici Facelift  4х4,"8 700 лв. - 4 448,24 €Не се начислява ДДС",https://www.auto.bg/obiava/49284672/fiat-sedici-facelift-4h4,Fiat Sedici,8 700 лв.,Употребяван,Джип,септември 2010 г.,Fiat Sedici Бензин,120 к.с,Ръчна,Тъмно сив,223000 км,,,,,,,,,,,,,,,
44865175,BMW 335 M Pack,"30 999 лв. - 15 849,54 €Не се начислява ДДС",https://www.auto.bg/obiava/44865175/bmw-335-m-pack,BMW 335,30 999 лв.,Употребяван,Седан,февруари 2013 г.,BMW 335 Бензин,306 к.с,Автоматична,Черен,199137 км,,,,,,,,,,,,,,,
31103092,Chevrolet Aveo 1.3 EcoTec 75к.с.,"6 000 лв. - 3 067,75 €Не се начислява ДДС",https://www.auto.bg/obiava/31103092/chevrolet-aveo-1-3-ecotec-75k-s,Chevrolet Aveo,6 000 лв.,Употребяван,Хечбек,юли 2012 г.,Chevrolet Aveo Дизел,75 к.с,Ръчна,Бял,150500 км,,,,,,,,,,,,,,,
93729765,Ford C-max 2.0 16V 145к.с.,"5 000 лв. - 2 556,46 €Не се начислява ДДС",https://www.auto.bg/obiava/93729765/ford-c-max-2-0-16v-145k-s,Ford C-max,5 000 лв.,Употребяван,Ван,юни 2010 г.,Ford C-max Бензин,145 к.с,Ръчна,Тъмно сив,262000 км,,,,,,,,,,,,,,,
44296225,SsangYong Rexton 2.7 Xdi 165к.с.,"7 500 лв. - 3 834,69 €Не се начислява ДДС",https://www.auto.bg/obiava/44296225/ssangyong-rexton-2-7-xdi-165k-s,SsangYong Rexton,7 500 лв.,Употребяван,Джип,ноември 2004 г.,SsangYong Rexton Дизел,165 к.с,Автоматична,Сребърен,212000 км,,,,,,,,,,,,,,,
43901288,Mercedes-Benz ML 270 CDI 163к.с. Facelift,"9 500 лв. - 4 857,27 €Не се начислява ДДС",https://www.auto.bg/obiava/43901288/mercedes-benz-ml-270-cdi-163k-s-facelift,Mercedes-Benz ML 270,9 500 лв.,Употребяван,Джип,май 2002 г.,Mercedes-Benz ML 270 Дизел,163 к.с,Ръчна,Tъмно син,295000 км,,,,,,,,,,,,,,,
29918657,Infiniti QX30 2.2d AWD,"28 000 лв. - 14 316,17 €Не се начислява ДДС",https://www.auto.bg/obiava/29918657/infiniti-qx30-2-2d-awd,Infiniti QX30,28 000 лв.,Употребяван,Джип,юли 2016 г.,Infiniti QX30 Дизел,170 к.с,Автоматична,Бял,188000 км,,,,,,,,,,,,,,,
63414525,VW Passat 2.0,"33 500 лв. - 17 128,28 €Не се начислява ДДС",https://www.auto.bg/obiava/63414525/vw-passat-2-0,VW Passat,33 500 лв.,Употребяван,Комби,септември 2020 г.,VW Passat Дизел,150 к.с,Автоматична,Бял,185000 км,,,,,,,,,,,,,,,
70750504,VW Passat,"2 999 лв. - 1 533,36 €Не се начислява ДДС",https://www.auto.bg/obiava/70750504/vw-passat,VW Passat,2 999 лв.,Употребяван,Седан,април 1998 г.,VW Passat Дизел,110 к.с,Ръчна,Зелен,255000 км,,,,,,,,,,,,,,,
35246723,Jaguar F-PACE,"40 000 лв. - 20 451,68 €Цената е с включено ДДС",https://www.auto.bg/obiava/35246723/jaguar-f-pace,Jaguar F-PACE,40 000 лв.,Употребяван,Джип,август 2017 г.,Jaguar F-PACE Дизел,300 к.с,Автоматична,Златист,170000 км,,,,,,,,,,,,,,,
11656394,SsangYong Rexton 1,"5 400 лв. - 2 760,98 €Цената е с включено ДДС",https://www.auto.bg/obiava/11656394/ssangyong-rexton-1,SsangYong Rexton,4 500 лв.,Употребяван,Джип,декември 2002 г.,SsangYong Rexton Дизел,120 к.с,Ръчна,Зелен,367281 км,,,,,,,,,,,,,,,
54702451,Chrysler Crossfire 3.2 V6,"27 800 лв. - 14 213,91 €Не се начислява ДДС",https://www.auto.bg/obiava/54702451/chrysler-crossfire-3-2-v6,Chrysler Crossfire,27 800 лв.,Употребяван,Купе,декември 2006 г.,Chrysler Crossfire Бензин,218 к.с,Автоматична,Светло син,53614 км,,,,,,,,,,,,,,,
23846319,Mercedes-Benz C 220,"17 500 лв. - 8 947,61 €Цената е с включено ДДС",https://www.auto.bg/obiava/23846319/mercedes-benz-c-220,Mercedes-Benz C 220,17 500 лв.,Употребяван,Седан,октомври 2011 г.,Mercedes-Benz C 220 Дизел,170 к.с,Автоматична,,188000 км,,,,,,,,,,,,,,,
21509122,VW Golf 2.0TDI 116ks,"27 800 лв. - 14 213,91 €Не се начислява ДДС",https://www.auto.bg/obiava/21509122/vw-golf-2-0tdi-116ks,VW Golf,27 800 лв.,Употребяван,Хечбек,януари 2021 г.,VW Golf Дизел,116 к.с,Ръчна,Бял,165500 км,,,,,,,,,,,,,,,
56867100,Dacia Dokker,"11 900 лв. - 6 084,37 €Не се начислява ДДС",https://www.auto.bg/obiava/56867100/dacia-dokker,Dacia Dokker,11 900 лв.,Употребяван,Ван,октомври 2017 г.,Dacia Dokker Газ,75 к.с,Ръчна,Бронз,181000 км,,,,,,,,,,,,,,,
27248102,Hyundai Veloster,"9 000 лв. - 4 601,63 €Не се начислява ДДС",https://www.auto.bg/obiava/27248102/hyundai-veloster,Hyundai Veloster,9 000 лв.,Употребяван,Купе,март 2012 г.,Hyundai Veloster  Бензин,140 к.с,Ръчна,Черен,211600 км,,,,,,,,,,,,,,,
88934040,Mercedes-Benz SLR McLaren,"342 000 EUR - 668 893,86 лв.Цената е с включено ДДС",https://www.auto.bg/obiava/88934040/mercedes-benz-slr-mclaren,Mercedes-Benz SLR,285 000 EUR,Употребяван,Купе,ноември 2004 г.,Mercedes-Benz SLR Бензин,626 к.с,Автоматична,Сребърен,27130 км,,,,,,,,,,,,,,,
82979445,Nissan Note 1.4i ПЕРФЕКТЕН,"5 999 лв. - 3 067,24 €Цената е с включено ДДС",https://www.auto.bg/obiava/82979445/nissan-note-1-4i-perfekten,Nissan Note,5 999 лв.,Употребяван,Хечбек,юли 2008 г.,Nissan Note Бензин,88 к.с,Ръчна,Кремав,158000 км,,,,,,,,,,,,,,,
37687974,Volvo XC60 2.4 D5,"23 760 лв. - 12 148,30 €Цената е с включено ДДС",https://www.auto.bg/obiava/37687974/volvo-xc60-2-4-d5,Volvo XC60,19 800 лв.,Употребяван,Джип,септември 2010 г.,Volvo XC60 Дизел,205 к.с,Автоматична,Бял,247310 км,,,,,,,,,,,,,,,
13170683,Tesla Model Y Long Range,"65 000 лв. - 33 233,97 €",https://www.auto.bg/obiava/13170683/tesla-model-y-long-range,Tesla Model Y,65 000 лв.,Употребяван,Джип,ноември 2023 г.,Tesla Model Y Електрически,450 к.с,Автоматична,Черен,15000 км,,,,,,,,,,,,,,,
14055782,Mitsubishi Space star КАТО НОВ/1.2i/80hp,"8 999 лв. - 4 601,12 €Цената е с включено ДДС",https://www.auto.bg/obiava/14055782/mitsubishi-space-star-kato-nov-1-2i-80hp,Mitsubishi Space star,8 999 лв.,Употребяван,Хечбек,март 2015 г.,Mitsubishi Space star Бензин,80 к.с,Ръчна,Син,128123 км,,,,,,,,,,,,,,,
39832609,DS DS 4 RIVOLI E-TENSE 225 hp eEAT8 E6.4,"83 250 лв. - 42 565,05 €Цената е с включено ДДС",https://www.auto.bg/obiava/39832609/ds-ds-4-rivoli-e-tense-225-hp-eeat8-e6-4,DS DS 4,83 250 лв.,Употребяван,Хечбек,май 2025 г.,DS DS 4 Plug-in хибрид,225 к.с,Автоматична,Червен,6000 км,,,,,,,,,,,,,,,
74382404,Peugeot 508 NEW ALLURE 1.6 PureTech 180 S&S EAT8,"40 990 лв. - 20 957,85 €Цената е с включено ДДС",https://www.auto.bg/obiava/74382404/peugeot-508-new-allure-1-6-puretech-180-s-s-eat8,Peugeot 508,40 990 лв.,Употребяван,Седан,юни 2020 г.,Peugeot 508 Бензин,180 к.с,Автоматична,Черен,66325 км,,,,,,,,,,,,,,,
94141695,Honda Civic 7,"5 800 лв. - 2 965,49 €Цената е с включено ДДС",https://www.auto.bg/obiava/94141695/honda-civic-7,Honda Civic,5 800 лв.,Употребяван,Хечбек,декември 2005 г.,Honda Civic Бензин,110 к.с,Ръчна,Сив,267000 км,,,,,,,,,,,,,,,
53795174,"Seat Altea 1, 6 MPi, 102 к.с.","6 000 лв. - 3 067,75 €Цената е с включено ДДС",https://www.auto.bg/obiava/53795174/seat-altea-1-6-mpi-102-k-s,Seat Altea,6 000 лв.,Употребяван,Миниван,май 2005 г.,Seat Altea Бензин,102 к.с,Ръчна,Червен,196000 км,,,,,,,,,,,,,,,
96280130,BMW 2 Active Tourer Автомат/Панорама/Лед/ТОП,"18 500 лв. - 9 458,90 €Не се начислява ДДС",https://www.auto.bg/obiava/96280130/bmw-2-active-tourer-avtomat-panorama-led-top,BMW 2 Active Tourer,18 500 лв.,Употребяван,Хечбек,септември 2014 г.,BMW 2 Active Tourer Дизел,150 к.с,Автоматична,Металик,200000 км,,,,,,,,,,,,,,,
22825973,BMW 530 3.0D,"8 000 лв. - 4 090,34 €Не се начислява ДДС",https://www.auto.bg/obiava/22825973/bmw-530-3-0d,BMW 530,8 000 лв.,Употребяван,Седан,януари 2004 г.,BMW 530 Дизел,218 к.с,Автоматична,Сив,397865 км,,,,,,,,,,,,,,,
65771834,BMW 320,"47 999 лв. - 24 541,50 €Не се начислява ДДС",https://www.auto.bg/obiava/65771834/bmw-320,BMW 320,47 999 лв.,Употребяван,Седан,юли 2019 г.,BMW 320 Бензин,250 к.с,Автоматична,Тъмно сив,130000 км,,,,,,,,,,,,,,,
40070010,BMW X5 40i,"76 500 лв. - 39 113,83 €Не се начислява ДДС",https://www.auto.bg/obiava/40070010/bmw-x5-40i,BMW X5,76 500 лв.,Употребяван,Джип,декември 2019 г.,BMW X5 Бензин,340 к.с,Автоматична,Пясъчен,116000 км,,,,,,,,,,,,,,,
85327567,Toyota Yaris,"9 600 лв. - 4 908,40 €Не се начислява ДДС",https://www.auto.bg/obiava/85327567/toyota-yaris,Toyota Yaris,9 600 лв.,Употребяван,Хечбек,май 2012 г.,Toyota Yaris Бензин,69 к.с,Ръчна,Бял,130000 км,,,,,,,,,,,,,,,
75113363,Toyota Yaris 1.33i Панорама/Камера,"13 099 лв. - 6 697,41 €Не се начислява ДДС",https://www.auto.bg/obiava/75113363/toyota-yaris-1-33i-panorama-kamera,Toyota Yaris,13 099 лв.,Употребяван,Хечбек,април 2012 г.,Toyota Yaris Бензин,99 к.с,Ръчна,Бордо,150933 км,,,,,,,,,,,,,,,
96783627,Mercedes-Benz E 320 Avantgarde Full Екстри Швейцария,"11 999 лв. - 6 134,99 €Цената е с включено ДДС",https://www.auto.bg/obiava/96783627/mercedes-benz-e-320-avantgarde-full-ekstri-shveytsariya,Mercedes-Benz E 320,11 999 лв.,Употребяван,Седан,февруари 2003 г.,Mercedes-Benz E 320 Бензин,224 к.с,Автоматична,Черен,205000 км,,,,,,,,,,,,,,,
38944672,Porsche Cayenne,"86 500 лв. - 44 226,75 €Не се начислява ДДС",https://www.auto.bg/obiava/38944672/porsche-cayenne,Porsche Cayenne,86 500 лв.,Употребяван,Джип,декември 2019 г.,Porsche Cayenne Бензин,340 к.с,Автоматична,Черен,88000 км,,,,,,,,,,,,,,,
82923826,Citroen C4 Cactus 1.6HDI/CAMERA,"17 999 лв. - 9 202,74 €Не се начислява ДДС",https://www.auto.bg/obiava/82923826/citroen-c4-cactus-1-6hdi-camera,Citroen C4 Cactus,17 999 лв.,Употребяван,Хечбек,март 2018 г.,Citroen C4 Cactus Дизел,99 к.с,Ръчна,Графит,111500 км,,,,,,,,,,,,,,,
96296667,BMW 740 D L Реален Пробег,"104 280 лв. - 53 317,52 €Цената е с включено ДДС",https://www.auto.bg/obiava/96296667/bmw-740-d-l-realen-probeg,BMW 740,86 900 лв.,Употребяван,Седан,август 2022 г.,BMW 740 Дизел,286 к.с,Автоматична,Черен,69807 км,,,,,,,,,,,,,,,
58616885,"VW Sharan 4х4, 2800 куб.","3 999 лв. - 2 044,66 €Не се начислява ДДС",https://www.auto.bg/obiava/58616885/vw-sharan-4h4-2800-kub,VW Sharan,3 999 лв.,Употребяван,Ван,юли 2001 г.,VW Sharan Газ,204 к.с,Ръчна,,240000 км,,,,,,,,,,,,,,,
56261326,Toyota Hilux,"99 800 лв. - 51 026,93 €Не се начислява ДДС",https://www.auto.bg/obiava/56261326/toyota-hilux,Toyota Hilux,99 800 лв.,Употребяван,Пикап,септември 2023 г.,Toyota Hilux Дизел,204 к.с,Автоматична,Зелен,22462 км,,,,,,,,,,,,,,,
83379152,Toyota Yaris 1.33i Sport/ Бяла перла,"13 299 лв. - 6 799,67 €Не се начислява ДДС",https://www.auto.bg/obiava/83379152/toyota-yaris-1-33i-sport-byala-perla,Toyota Yaris,13 299 лв.,Употребяван,Хечбек,юли 2014 г.,Toyota Yaris Бензин,99 к.с,Ръчна,Перла,193464 км,,,,,,,,,,,,,,,
